video_id,channel_name,video_title,view_count
yWfHM5SsUMM,MotleyFool,The Next iPhone Is Coming Sooner Than You Think,11000
bSL7DJLgLQU,MotleyFool,Top 3 Energy Stocks for 2022 and BEYOND!,11000
9i7q_pd0wlk,MotleyFool,Real Estate Trends We're Watching,11000
1OvH1YOHc2U,MotleyFool,Should You Convert Your IRA to a Roth?,11000
CqYm-ejKUzk,MotleyFool,Biotech Stocks: Why Illumina is THE Company to Watch in Genomic Sequencing,11000
KqQiEPN-MS0,MotleyFool,Berkshire Hathaway Annual Meeting Review | Where the Money Is - 5/5/14 | The Motley Fool,11000
ta3M83pmYYc,MotleyFool,"Stocks to Watch in 2014: Twitter, Universal Display, Dorman, CVS Caremark, and Coach",10000
1PKWduOoMcc,MotleyFool,What Is The Most Important Financial Statement? - The Motley Fool Investing Basics,10000
A3Pkdswq_Go,MotleyFool,The Coming Social Security Cut Millions Don't Know About,10000
pX2exmG7Ipw,MotleyFool,"Asset Allocation -- Or, Where Should I Put My Money?",10000
lj_0pW_Z7Yw,MotleyFool,Financials: The ABCs of BDCs (Business Development Companies) *** INDUSTRY FOCUS ***,9900
cxt1DnbgoqY,MotleyFool,What is Cryptocurrency? | A Complete Guide,9800
c8fKXBEC0Mk,MotleyFool,Selling Stock: How Do I Know When to Take Profits or Cut My Losses? | Ask a Fool,9600
kU_jQFF2Kvk,MotleyFool,"Why You Couldn't Buy Twitter at $26, and Is Bitcoin the Next Napster? | Where the Money Is, 11/12/13",9500
GkmRQBcCrLg,MotleyFool,What Happens When a Company like PG&E Goes Bankrupt?,9400
8ZTTpss8Ips,MotleyFool,Should You Average Up or Down on Stocks You Own? | Ask a Fool,9200
dW_eziNaz-8,MotleyFool,Exploring the World of REITs | Where the Money Is - 4/25/14 | The Motley Fool,9200
2YnS9zgaPc0,MotleyFool,Social Security: Will IRA Withdrawals Threaten Your Benefits?,9100
lqG5rqvpZP0,MotleyFool,Have You Seen Costco Wholesale Corporation's Secret Weapon?,8900
i8M3Px5cr1Y,MotleyFool,What's Your Take on Himax Technologies? | Ask a Fool,8700
IDhTLG3DTNI,MotleyFool,Looking at an Insurance Companyâs Balance Sheet,8600
1ZJoVoOAG8E,MotleyFool,"Which Are Better, Bank Stocks or Insurance Stocks? | Where the Money Is - 12/26/13 | The Motley Fool",8500
7_AoXwhf6Iw,MotleyFool,Meta (FB) Stock NOSE DIVES! BUY the Dip?,8400
AptaybAnqb8,MotleyFool,"Tesla, Wal-Mart, and 1 Tech Giant's Comeback | MarketFoolery Podcast - May 16, 2013",8200
jKaTk63h1gQ,MotleyFool,High Yield Dividend Stock with Great Cash Flow,8100
oX20YSOjBPs,MotleyFool,When Should I Start Investing?,8000
39X0jK9GlNE,MotleyFool,"Hyatt Hotels' Value-Driving Culture | CEO Mark Hoplamazian, Interviewed by Tom Gardner",7900
7J5oQBm39Lo,MotleyFool,The 3 Most Profitable Medical Device Companies,7800
cAtK3xxSwpo,MotleyFool,Shopify Stock : Buy the Dip?,7700
nNG7YvPjHco,MotleyFool,Is Ford a Good Stock to Buy?,7600
hEpKxuVJfWI,MotleyFool,Lessons From Synergy Pharmaceuticals Stock's Disastrous Fall,7500
Um_rVWddeBA,MotleyFool,Bitcoin: The Greatest Arbitrage Opportunity Ever? | Where the Money Is - 2/21/14 | The Motley Fool,7400
hsF08rnU4Ec,MotleyFool,What Is A Company's Growth Rate? - The Motley Fool Investing Basics,7300
y6iHYjuxb4I,MotleyFool,Awesome Ways to Use Stock Screeners to Find Stocks,7200
LOVvoDQgsRM,MotleyFool,Outrageous Predictions for 2014: Bitcoin as Person of the Year? Another Up Year for the Markets?,7100
1P0fV_QfXWo,MotleyFool,A Closer Look at Oshkosh's Unmanned TerraMax Technology,6900
Smga8IH24ZY,MotleyFool,"Canadian Solar, JinkoSolar or Suntech Power: Who Will Win in Chinese Solar Energy?",6900
unofCkQAMlc,MotleyFool,Amazon's Next Move | Investor Beat - 11/11/13 | The Motley Fool,6800
n3Bxzry1x74,MotleyFool,Should I Fill My IRA with MLPs? - Ask a Fool,6700
vaynJ3_SVvs,MotleyFool,My Worst Investments - Why These 6 Stocks Dropped,6700
o1NgiVlAzhA,MotleyFool,How Should Long Term Care Insurance Fit into Your Financial Plan?,6600
M8WFtZpa6zM,MotleyFool,What Is Net Income? - The Motley Fool Investing Basics,6500
X3QtrS_Uq2E,MotleyFool,How to Research a Stock -- Where Should You Start?,6400
8DPNxP15jC8,MotleyFool,What is Operating Margin?,6300
I3vZoCq00z0,MotleyFool,Intel and the Future of Telecom - Motley Fool Weekly Tech Review Part 3,6200
P5PMRJ5td9I,MotleyFool,"When Warren Buffett Retires, What Will Happen to Berkshire Hathaway Stock?",6200
yZotaC9iadg,MotleyFool,Warren Buffett's Secret Formula,6100
uk3cmkZtwY4,MotleyFool,Two Big Dividend Investing Mistakes to Avoid,6100
uda_OuPS4IU,MotleyFool,Estimated Tax Payments: Do You Have to Pay?,6000
W-b4K9GoF3c,MotleyFool,IBM + Red Hat: Is This Cloud Acquisition a Winner?,6000
A1U0Ai2ym8o,MotleyFool,Is A Never-Ending Cruise Retirement Right for You?,5900
Ut8DOuyqF1Y,MotleyFool,The Best CEO of 2013: Elon Musk or Mark Zuckerberg?,5800
aBmQZmozlNg,MotleyFool,Savings Accounts vs Investing in Dividend Stocks: Which One is Better?,5800
fmNaMz4Zkj0,MotleyFool,How BIG are The Rise of Skywalker and Star Wars for Disney?,5700
TD7RHr5ujzk,MotleyFool,Synchrony Financial: The Biggest Credit Card Company People Have Never Heard Of,5600
E25JLAY0OxQ,MotleyFool,AIG Falls and Wells Fargo Cruises | Where the Money Is - 11/1/13 | The Motley Fool,5600
T-Z59tiIARk,MotleyFool,Why the Secrecy Surrounding the New Ford Mustang?,5500
4GbdRMkF_II,MotleyFool,How to Find New Stocks,5500
5WjEr0x5GA8,MotleyFool,Should I Buy Stock in Dividend Giants Like AT&T and Pfizer? - Ask a Fool,5400
xHQLTWcNd5k,MotleyFool,Apple Stock: What Should Investors Expect in 2019?,5400
u6qOsCO80Yw,MotleyFool,Are Bank Stocks Hitting the Ceiling? | Where the Money Is - July 1 | The Motley Fool,5300
rwB8lMAHd8I,MotleyFool,The Biggest Hidden Threat to Apple: Tencent's WeChat,5300
RjOI1vRl8II,MotleyFool,Why IBM Isn't a Good Stock to Buy,5300
EkbvKg8R9UY,MotleyFool,Toyota Mirai Review,5300
U_p1C82PtH8,MotleyFool,4 Things Overlooked by Bank of America Investors | Where the Money Is - 8/21/13 | The Motley Fool,5200
uXFr-O3N4qk,MotleyFool,How to Find (and Avoid!) Dividend Yield Traps,5200
3h5DlseRpOo,MotleyFool,Fannie Mae's Stock-Market About Face,5100
IxfCdOpsG_M,MotleyFool,Why Teladoc Could be a Monster Growth Stock in 2019,5100
_uX3mYjY3P0,MotleyFool,AIG vs. Bank of America: A Multibillion-Dollar Showdown | Where the Money Is - June 28,5000
wOjL33gWNqQ,MotleyFool,Why Investors Shouldn't Be Scared of the Next Bear Market,5000
0yOn7Pd4FPc,MotleyFool,5 Stocks to Buy to FIGHT INFLATION,5000
icFiQ-lRWK8,MotleyFool,BP vs. Exxon | Digging for Value - 8/1/13 | The Motley Fool,4900
mLpaYF6tcMo,MotleyFool,Could Microsoft Be Tapping Ford's CEO to Replace Steve Ballmer? | Motor Money by The Motley Fool,4900
WFWzcydxAy8,MotleyFool,Warren Buffett's Annual Letter | Where the Money Is - 03/03/14 | The Motley Fool,4800
6kcBa469zJA,MotleyFool,Warren Buffett's Chinese Cars are Coming to the U.S.,4700
R-U5vOz-J-I,MotleyFool,"5 Great Stocks You've Never Heard Of: 1 Year Later, Should You Be Glad We Told You About Them?",4700
dLBmhly8evo,MotleyFool,What is the S&P 500?,4700
O0_lfPp3t04,MotleyFool,Should Investors Start Running from Small Cap Stocks? | Where the Money Is 2/3/14 | The Motley Fool,4700
ujYSn85c-lU,MotleyFool,How Tesla is Going Against Traffic -- Again,4600
eywk4l5hoFw,MotleyFool,Are Our Top November & December Stock Picks Beating the Market?,4600
eEwkrrqcNTU,MotleyFool,"Markel Delivers on Earnings, and the Next Big IPO After Twitter | Where the Money Is - 11/7/13",4600
jEI5SRCSD7E,MotleyFool,How to Teach Your Kids to Invest,4500
gJK8TI22nUo,MotleyFool,How Much Does Long Term Care Cost?,4500
a1L56BJ-Pbg,MotleyFool,What's Up With Fannie Mae and Freddie Mac? - Ask a Fool,4500
Ko9h73Jcr_w,MotleyFool,"Bank of America's Bad Reputation, and the Fed Turns 100 | Where the Money Is - 12/17/13",4500
VX9V1vPmHN0,MotleyFool,The Real Reason Toyota Camry Sales Jumped,4400
QlIwcvEPKoo,MotleyFool,Why Apple Stock Tanked After Tim Cook's Letter,4400
ej0WzhXqPX0,MotleyFool,What is the Deal with Stock Splits? | Ask A Fool - 4/22/2014 | The Motley Fool,4400
2-hFq1kOmZA,MotleyFool,This Stock JUMPED over 46% TODAY! WHY?,4400
HC9U1FV7obM,MotleyFool,Banking Stress Tests: Should Big Bank Investors Start Worrying? | Where the Money Is - 11/4/13,4300
q7B61BTW93w,MotleyFool,A New Plan for Fannie Mae and Freddie Mac | Where the Money Is - 1/17/14 | The Motley Fool,4300
1WFQCEyypL0,MotleyFool,"Nov 20, 2012 Motley Fool Money Roundtable Discussion",4300
AWq7jO1e34M,MotleyFool,Don't File Your Taxes Too Soon. Here's Why.,4300
OwEgPZThN3c,MotleyFool,"Google, Amazon and Seven More Hit All-Time Highs | Investor Beat - 9/20/13 | The Motley Fool",4200
1MKyB68f1dc,MotleyFool,"SAC Going Down, AIG on the Prowl, and Bank of Internet Flying High |  Where the Money Is - 11/5/13",4200
iONanjJbKxg,MotleyFool,How to Buy Great Healthcare Stocks - Industry Focus,4200
3RDELFUBX-8,MotleyFool,Are Big Bank Stocks Safe This Earnings Season? | Where The Money Is - July 2 | The Motley Fool,4200
42JacvF8WRM,MotleyFool,Why Adobe is My Top Stock to Buy for 2019,4100
s_56MldvWoc,MotleyFool,Do Kmart and Sears Have a Future? | Ask a Fool 2/26/2014 | The Motley Fool,4100
onR-OOwXKZA,MotleyFool,How to Motivate Employees According to Selim Bassoul,4100
u2yTVRSvcy4,MotleyFool,6 Top International Stocks for Investors to Watch,4000
nqbqMwiC-ow,MotleyFool,Why Do I Want a Roth IRA?,4000
WHTADyuwjt4,MotleyFool,Bank of America Gets Hustled | Where the Money Is - 10/24/13 | The Motley Fool,4000
15O2xr_GQ64,MotleyFool,The Future of Dividend Stocks | Motley Fool Money - 10/5/12 | The Motley Fool,4000
JqUME5O8mIE,MotleyFool,How Do You Value a Company?,4000
VDXWJnQb8Pg,MotleyFool,"Nov 16, 2012 Motley Fool Money Roundtable",3900
pqHZ8pUJpkY,MotleyFool,Is This Key Obamacare Pillar in Jeopardy?,3900
A1-UciLbNcQ,MotleyFool,Managed Funds or Index Funds? - Ask a Fool,3900
iMSYCFgueJg,MotleyFool,"May 17, 2013 - Motley Fool Money Roundtable Discussion",3900
oitjc2xVxAQ,MotleyFool,Discover and First Niagara's Earnings | Where the Money is 1/24/14 | The Motley Fool,3900
eYRxk3nRRaU,MotleyFool,Warren Buffett Breaking Bad -- Does Meth Pay More Than the Stock Market? | Motley Fool Money Buzz,3900
nOZZa5TcXyU,MotleyFool,What is Net Margin?,3800
LmpPSM4wvzQ,MotleyFool,"Investor Beat - April 11, 2013 - Death of the PC?",3800
jw3oZV4W3m4,MotleyFool,How to Be Less Emotional About Stocks,3800
7d7ltutYLAs,MotleyFool,Price Targets: Do They Matter? | Ask a Fool,3800
-Ld09DZHufk,MotleyFool,U.S. Oil Production Exceeds Imports for the First Time in 18 Years | Digging for Value - 11/14/13,3800
AzepwFhkOhY,MotleyFool,"Marvel Might Have Another ""Iron Man"" On Its Hands",3800
EmUWV_7g2GI,MotleyFool,Is Fannie Mae a Good Buy? | Ask a Fool,3800
z707U7g4jcQ,MotleyFool,3 Peculiar Traits of Wealthy People *** MOTLEY FOOL ANSWERS ***,3700
QPi_OeWvoMc,MotleyFool,"Used Cars in China, PayPal, and the Future of Apple",3700
g1S63iaW26Q,MotleyFool,Janet Yellen Is the New Federal Reserve Chief | Where the Money Is - 1/7/14 | The Motley Fool,3700
Cq-2o3ar4Q4,MotleyFool,Down 70%: Is Prana Biotechnology Ltd a Buy? | 3/31/14 | The Motley Fool,3700
UOQv9YmMxJw,MotleyFool,What Happens to Shorted Shares in a Bankruptcy? | Ask A Fool - 3/24/14 | The Motley Fool,3700
ghvb_uEWWjw,MotleyFool,How Apple's Next iPhone Could Blow the Competition Away,3700
FhQdHqbnbWE,MotleyFool,Warren Buffett's New Multi-Billion Dollar Business,3700
-DcRoiZFnGs,MotleyFool,Why Goldman Sachs Doesn't Care About the Volcker Rule | Where the Money Is - 12/3/13,3600
u2vTShc-qo4,MotleyFool,Facebook's Explosive Earnings | Investor Beat - July 25 | The Motley Fool,3600
d-UiVZrnL8U,MotleyFool,U.S. Banks Are Raking It In | Where the Money Is - 8/29/13 | The Motley Fool,3600
lyNx6XhdZdE,MotleyFool,"Could Bitcoin Ever Reach $100,000? | Where the Money Is - 1/28/14 | The Motley Fool",3600
lkP9OdEBr9o,MotleyFool,More Signs That the Economy Is Even Stronger | Where the Money Is - 12/5/13 | The Motley Fool,3600
OW4rhd5C1nY,MotleyFool,"Asset Sales From Shell, and a New Pure Player in Natural Gas | Digging for Value - 10/1/13",3600
R1YSVkFr3x4,MotleyFool,"Tesla Tumbles, and Motor Trends' Car of the Year | Motor Money - 11/7/13 | The Motley Fool",3600
pyNIKJCln84,MotleyFool,Buying Your First Biotech Stock | Fool Co-Founder David Gardner Talks Healthcare | Part 2 of 8,3500
5MgpkWO0OV4,MotleyFool,The Web and Microsoft - Motley Fool Weekly Tech Review Part 2,3500
VoiHUV9hWCU,MotleyFool,"5 Questions About Investing and the Stock Market, Answered by David Gardner",3500
fk39MzIa2Ys,MotleyFool,Keurig Dr. Pepper Merger -- Where Are They Now?,3500
Q9djqijs_Hc,MotleyFool,How the Razor & Blade Model Works in 3D Printing | CE Week 2013,3500
W9jHhRCKxkI,MotleyFool,Battle Of The Banks: Lloyds vs Santander | The Motley Fool UK,3500
ZMuDh6vkKrg,MotleyFool,"With 3-D Printers, Smaller Can Be Better | 3-D Printing Hobbyist and Inventor David Hartkop - Part 5",3500
wnznEREB33c,MotleyFool,The Consumer Staples ETF (XLP): The Way to Ride Out Volatility?,3400
2lzzibMgKw4,MotleyFool,Will Bank Of Ireland Soar? | Ask a Fool,3400
ExVQbcRocrM,MotleyFool,3D Printing News: Coke-Cola and Elon Musk,3400
WDqk6NNHAy8,MotleyFool,MannKind's Dominating Win | 4/2/14 | The Motley Fool,3400
DnrDXTrW-cs,MotleyFool,Is Walt Disney Stock about to Have a Huge Year?,3400
KWbDaHnA-0U,MotleyFool,This Social Media Stock Could 10X!,3300
jctYABBAWJY,MotleyFool,Chipotle: Lessons Learned From ShopHouse Mistakes,3300
nXIktVjqAew,MotleyFool,Sysco's Acquisition and the New Food Distribution Goliath | Investor Beat 12/9/13 | The Motley Fool,3300
VcvnvVKt3OY,MotleyFool,What Are Some Good Stocks for Small-Time Investors to Start Off With? | Ask a Fool,3300
Fgn0OBnBXDc,MotleyFool,Best College Values: America's Top Liberal Arts Colleges,3300
xZOm_9FyJTU,MotleyFool,Motley Fool Stress Test: Tesla (NASDAQ:TSLA),3300
HVFwSOlTjao,MotleyFool,Why Apple Is a No-Brainer Buy,3300
1WYBaDAk9X4,MotleyFool,"Dec 19, 2012 Market Foolery Podcast",3300
LnQOETTTjv0,MotleyFool,"Nov 9, 2012 Motley Fool Money",3300
IJCrvHthz-8,MotleyFool,Listener Question: How Many Stocks Should I Have In My Portfolio?,3200
k5uzevFBLG0,MotleyFool,Apple's Buyback: Aggressive and Opportunistic? | Tech Teardown - 2/7/14 | The Motley Fool,3200
EkJ1XfTUqQE,MotleyFool,The 1 Earnings Report Investors Must Watch | Where the Money Is - July 8 | The Motley Fool,3200
MHRfOGI_d_Q,MotleyFool,What We Want to Hear from Warren Buffett | Where the Money Is - 4/29/14 | The Motley Fool,3200
MEWWwZ68AGo,MotleyFool,"What Does ""The Market Is Overvalued"" Really Mean Anyway? | Where the Money Is - 12/19/13",3200
wNHo19F2r4U,MotleyFool,3 Stocks Soaring Today,3200
DMaoLkjnWHI,MotleyFool,When Will We Hit Burrito Saturation? | Investor Beat 1/31/14 | The Motley Fool,3200
2GVYLaANJzc,MotleyFool,Superstitions and Stars: Astrology Predicting Market Movements? | Where the Money Is - 12/20/13,3100
H6SAS--2Yz4,MotleyFool,"April 15, 2013 - Market Foolery Podcast",3100
Bcj2n1VTqTI,MotleyFool,How to Buy Bitcoin | Where the Money Is - 11/20/13 | The Motley Fool,3100
Z23xrJ1I9VE,MotleyFool,Google's Android Wear | Tech Teardown - 3/21/14 | The Motley Fool,3100
_5b4VIahdtk,MotleyFool,What A Near Retirement Portfolio Should Look Like,3100
T2z6VoXJ4jk,MotleyFool,Bank of America's Latest Courtroom Drama | Where the Money Is - 9/23/13 | The Motley Fool,3100
DVvCY-XPTq4,MotleyFool,"Motley Fool Money - March 15, 2013 - Dow, Samsung & Bank Stocks",3100
sGbmI-q63p0,MotleyFool,The No. 1 Tech Trend of 2014,3100
ixaxAv4_OMk,MotleyFool,The Debt Ceiling and Your Energy Stocks | Digging for Value - 8/29/13 | The Motley Fool,3100
5sBjhma0hDI,MotleyFool,"Dec 13, 2012 Market Foolery Podcast",3000
3x--UgUxCvw,MotleyFool,Lessons Learned from Great Investors | Where the Money Is - 2/10/14 | The Motley Fool,3000
ajYF9BsndK8,MotleyFool,Nexus 7 vs. iPad Mini | Tech Review - 10/11/13 | The Motley Fool,3000
kbKuYqT16eA,MotleyFool,Why Power Solutions International Inc. is Up 330%,3000
XzMKZU9y_kA,MotleyFool,Did Apple Miss the Smart Watch Boat? | Investor Beat - 9/5/13 | The Motley Fool,3000
n1cAQpmBkmI,MotleyFool,Xbox One vs. PS4: Who's Winning Pre-Holidays?,3000
qgIEuZox498,MotleyFool,"Charles Duhigg On Habits, Globalization, and Better Businesses.",3000
Ieu96zDEGuw,MotleyFool,Why Smart Investors Should Keep an Eye on PayPal,3000
5Iu8yhQF2sU,MotleyFool,This Under $40 Stock Could Be A CASH COW!,2900
LSZ7nqSH56M,MotleyFool,Why Vodafone's Shares Have Been Falling,2900
8tM53fEQaAQ,MotleyFool,Obamacare Relief: 4 States Where Costs Could Fall 20%,2900
Vgk-6--Is64,MotleyFool,What's Going Wrong at IBM?,2900
2uAF_i2oEf0,MotleyFool,How Sony's PlayStation 4 Crushed Microsoft's Xbox One In 2013,2900
CbF3QcCyymw,MotleyFool,Gilead Sciences (GILD) On a Down Trend: Should I Hold Firm? | Ask A Fool,2900
hbDdY5S4pqo,MotleyFool,Earnings Season Jitters | Investor Beat - 2/12/14 | The Motley Fool,2900
EUrfVtnpGws,MotleyFool,Apple Sends a Message,2900
PKVJvwwUEcE,MotleyFool,Makerbot & Cube 3D Printer Consumer Showdown,2900
QllbZGzl2vQ,MotleyFool,"The Market Seesaws - Investor Beat June 21st, 2013",2800
nzESfU7VMm0,MotleyFool,Is DocuSign a Buy?,2800
PHdxEkUV3PQ,MotleyFool,Why Is Boeing Spreading Design of the 777X Beyond Seattle?,2800
Jr2qwQbVql0,MotleyFool,"Steps to Investing Foolishly, #7 of 13: Buying Your First Stock",2800
Y3WwMTOCfek,MotleyFool,Double Take: Samsung's Galaxy S4 Dual Camera Feature,2800
_IHa-r-sdOE,MotleyFool,Should I Sell My Shares of Apple? - Ask a Fool,2800
TuolsudsKNY,MotleyFool,"Carbo Ceramics Crushes Estimates, & 1 Mexican Oil Well Keeps Burning | Digging for Value - 10/31/13",2800
GphD6v11mXE,MotleyFool,U.S. Natural Gas Production: Is Rig Count a Good Predictor? | Digging for Value - 10/29/13,2800
R9AJDEJOa44,MotleyFool,"February 15, 2013 Motley Fool Money Roundtable Discussion",2700
6eW2fHXMTaQ,MotleyFool,Should You Avoid â or Buy Carvana Stock?,2700
Wh9Fp4-QBcs,MotleyFool,"Apple Stock: iPhones are the Present, Services are the Future",2700
5NFM2cCOxEs,MotleyFool,Tesla vs. Times: The Dust Clears,2700
oI3nn8A6MhA,MotleyFool,Time To Buy Oil Stocks? | MarketFoolery - 10/28/2014 | The Motley Fool,2700
lgtzAp60b2k,MotleyFool,What Does the Motley Fool Do? | Where the Money Is - 3/28/14 | The Motley Fool,2700
BQU4bndthvI,MotleyFool,Verizon's Record Deal | Investor Beat - 9/11/13 | The Motley Fool,2700
rqkYiR801X4,MotleyFool,Dell Launches Its First Chromebook | Tech Teardown - 12/11/13 | The Motley Fool,2700
4gpXU8LEKwg,MotleyFool,2 Reasons to Buy Facebook at $40,2700
Pn-37geM5p0,MotleyFool,What Is A Combined Ratio? - Ask a Fool,2700
sKJBRLOB0Xs,MotleyFool,Glowing Reviews for the New Cadillacs | Motor Money by The Motley Fool,2700
HrkzgbimMU0,MotleyFool,This GREAT E-Commerce Stock is ON SALE!,2700
NMCSQ1KSHyA,MotleyFool,What Berkshire Hathaway's Newset Buy Tell Us,2600
2_mCEolDC0M,MotleyFool,A Disappointing Jobs Report | Investor Beat 1/10/2014 | The Motley Fool,2600
6xfZ7_e7Q2A,MotleyFool,How to Start Investing in the Stock Market,2600
1VhDvV_n72o,MotleyFool,Why Coke Just Dropped $5B on a Coffee Company,2600
F7cjFvvMn0o,MotleyFool,What will Lloyds be worth in April? | The Motley Fool UK,2600
tvZeZ4Z_31o,MotleyFool,Which 3D Printing Company Do You See Having Explosive Gains? | Ask a Fool,2600
TQfWYixoK1c,MotleyFool,Big Bank Earnings: What Investors Need to Watch | Where the Money Is - July 16 | The Motley Fool,2600
BEHj965_s-Y,MotleyFool,Why Carl Icahn Can't Save Nuance Communications,2600
